species,primary_habitat,habitat
barusan_cuckoo_dove,Forest,forest
timor_cuckoo_dove,Forest,forest; artificial
tanimbar_cuckoo_dove,Forest,forest
flores_sea_cuckoo_dove,Forest,forest
philippine_cuckoo_dove,Forest,forest; shrub
brown_cuckoo_dove,Forest,forest
andaman_cuckoo_dove,Forest,forest; shrub; artificial
black_billed_cuckoo_dove,Forest,forest
spot_breasted_cuckoo_dove,Forest,forest; shrub; artificial
little_cuckoo_dove,Forest,forest; woodland; artificial
great_cuckoo_dove,Forest,forest; riparian
pied_cuckoo_dove,Forest,forest
crested_cuckoo_dove,Forest,forest; shrub
white_faced_cuckoo_dove,Forest,forest
sula_cuckoo_dove,Forest,forest; shrub; artificial
black_cuckoo_dove,Forest,forest; woodland
emerald_spotted_wood_dove,Woodland,forest; woodland; shrub; savannah; artificial; riparian
black_billed_wood_dove,Woodland,forest; woodland; savannah; artificial
blue_spotted_wood_dove,Woodland,forest; woodland; shrub; artificial; coastal
tambourine_dove,Forest,forest; woodland; riparian
blue_headed_wood_dove,Forest,forest; artificial
namaqua_dove,Savanna,shrub; savannah; grasslands; artificial
grey_capped_emerald_dove,Forest,forest; bamboo; woodland; artificial; riparian; coastal
brown_capped_emerald_dove,Forest,forest; artificial
stephans_dove,Forest,forest; coastal
new_guinea_bronzewing,Forest,forest; artificial
new_britain_bronzewing,Forest,forest
common_bronzewing,Forest,forest; woodland; shrub; grasslands; artificial; coastal
brush_bronzewing,Woodland,forest; woodland; shrub; coastal
flock_bronzewing,Grassland,grasslands; artificial
crested_pigeon,Grassland,forest; grasslands; artificial
spinifex_pigeon,Grassland,woodland; grasslands; rocky_areas
squatter_pigeon,Woodland,woodland; savannah
partridge_pigeon,Forest,forest; woodland; grasslands
thick_billed_ground_pigeon,Forest,forest
wonga_pigeon,Forest,forest; woodland; artificial
chestnut_quilled_rock_pigeon,Rocky,woodland; grasslands; rocky_areas
white_quilled_rock_pigeon,Rocky,woodland; grasslands; rocky_areas
diamond_dove,Grassland,woodland; grasslands
zebra_dove,Woodland,woodland; shrub; artificial
peaceful_dove,Woodland,forest; woodland; shrub; artificial
barred_dove,Woodland,woodland; grasslands; artificial
bar_shouldered_dove,Woodland,woodland; artificial; coastal; wetlands_lakes_marsh
inca_dove,Woodland,woodland; riparian
scaled_dove,Savanna,shrub; savannah; artificial; riparian
common_ground_dove,Savanna,woodland; shrub; savannah; artificial
plain_breasted_ground_dove,Shrub,woodland; shrub; savannah; grasslands; artificial
ecuadorian_ground_dove,Forest,forest; woodland; shrub
ruddy_ground_dove,Woodland,woodland; shrub; artificial; riparian; wetlands_lakes_marsh
picui_ground_dove,Savanna,shrub; savannah; grasslands; artificial
croaking_ground_dove,Savanna,shrub; savannah; artificial; riparian
blue_eyed_ground_dove,Shrub,shrub
blue_ground_dove,Forest,forest; artificial; riparian
purple_winged_ground_dove,Forest,forest; bamboo
maroon_chested_ground_dove,Forest,forest; bamboo; shrub
bare_faced_ground_dove,Grassland,grasslands; plains; artificial
morenos_ground_dove,Grassland,shrub; grasslands
black_winged_ground_dove,Grassland,woodland; shrub; grasslands; artificial
golden_spotted_ground_dove,Grassland,woodland; shrub; grasslands; plains; rocky_areas; wetlands_lakes_marsh
long_tailed_ground_dove,Grassland,woodland; shrub; savannah; grasslands; artificial
blue_headed_quail_dove,Forest,forest; wetlands_lakes_marsh
purple_quail_dove,Forest,forest
sapphire_quail_dove,Forest,forest
crested_quail_dove,Forest,forest
ruddy_quail_dove,Forest,forest; woodland; shrub; artificial
violaceous_quail_dove,Forest,forest; artificial
grey_headed_quail_dove,Forest,forest; wetlands_lakes_marsh
white_fronted_quail_dove,Forest,forest; shrub; artificial
key_west_quail_dove,Woodland,forest; woodland; shrub
bridled_quail_dove,Forest,forest; woodland; coastal
olive_backed_quail_dove,Forest,forest
white_tipped_dove,Forest,forest; woodland; shrub; artificial; riparian
yungas_dove,Forest,forest; woodland; shrub; artificial
grey_fronted_dove,Forest,forest; woodland; riparian
grey_headed_dove,Forest,forest; shrub; artificial
pallid_dove,Forest,forest; woodland; shrub
brown_backed_dove,Forest,forest; riparian; wetlands_lakes_marsh
grenada_dove,Woodland,woodland; shrub
caribbean_dove,Shrub,forest; woodland; shrub; artificial
grey_chested_dove,Forest,forest; shrub
ochre_bellied_dove,Forest,forest; shrub
tolima_dove,Forest,forest
tuxtla_quail_dove,Forest,forest
buff_fronted_quail_dove,Forest,forest
purplish_backed_quail_dove,Forest,forest
white_faced_quail_dove,Forest,forest
white_throated_quail_dove,Forest,forest
lined_quail_dove,Forest,forest
chiriqui_quail_dove,Forest,forest
russet_crowned_quail_dove,Forest,forest
mourning_dove,Savanna,woodland; savannah; plains; artificial; riparian
socorro_dove,Forest,forest; rocky_areas
eared_dove,Shrub,woodland; shrub; savannah; artificial; coastal
zenaida_dove,Woodland,forest; woodland; shrub; artificial; coastal
galapagos_dove,Rocky,shrub; plains; rocky_areas
white_winged_dove,Shrub,forest; woodland; shrub; desert; coastal; wetlands_lakes_marsh
west_peruvian_dove,Plains,savannah; plains; artificial
nicobar_pigeon,Forest,forest; shrub; coastal
liverpool_pigeon,Forest,forest
sulawesi_ground_dove,Forest,forest
cinnamon_ground_dove,Forest,forest
luzon_bleeding_heart,Forest,forest
mindanao_bleeding_heart,Forest,forest
mindoro_bleeding_heart,Forest,forest; woodland
negros_bleeding_heart,Forest,forest
sulu_bleeding_heart,Forest,forest
wetar_ground_dove,Forest,forest
white_breasted_ground_dove,Forest,forest; artificial
caroline_ground_dove,Forest,forest; shrub; artificial; coastal
polynesian_ground_dove,Forest,forest
white_throated_ground_dove,Forest,forest; artificial
norfolk_ground_dove,Forest,forest
shy_ground_dove,Forest,forest; bamboo; riparian
santa_cruz_ground_dove,Forest,forest
tanna_ground_dove,Forest,forest
thick_billed_ground_dove,Forest,forest
marquesas_ground_dove,Forest,forest; shrub
western_bronze_ground_dove,Forest,forest
eastern_bronze_ground_dove,Forest,forest
palau_ground_dove,Forest,forest
choiseul_pigeon,Forest,forest
green_naped_pheasant_pigeon,Forest,forest
white_naped_pheasant_pigeon,Forest,forest
grey_naped_pheasant_pigeon,Forest,forest
black_naped_pheasant_pigeon,Forest,forest
western_crowned_pigeon,Forest,forest
scheepmakers_crowned_pigeon,Forest,forest
sclaters_crowned_pigeon,Forest,forest
victoria_crowned_pigeon,Forest,forest
dodo,Forest,forest; plains
rodrigues_solitaire,Forest,forest; savannah
tooth_billed_pigeon,Forest,forest
white_eared_brown_dove,Woodland,woodland; artificial
buff_eared_brown_dove,Shrub,forest; shrub; artificial
short_billed_brown_dove,Shrub,forest; shrub; artificial
amethyst_brown_dove,Forest,forest
grey_breasted_brown_dove,Forest,forest
cebu_brown_dove,Forest,forest
tawitawi_brown_dove,Forest,forest
dark_eared_brown_dove,Forest,forest
cinnamon_headed_green_pigeon,Forest,forest; shrub; coastal; wetlands_lakes_marsh
little_green_pigeon,Forest,forest; artificial
pink_necked_green_pigeon,Forest,forest; bamboo; artificial; coastal
orange_breasted_green_pigeon,Forest,forest; artificial; coastal
sri_lanka_green_pigeon,Forest,forest; coastal
grey_fronted_green_pigeon,Forest,forest; coastal
ashy_headed_green_pigeon,Forest,forest
andaman_green_pigeon,Forest,forest
philippine_green_pigeon,Forest,forest
buru_green_pigeon,Forest,forest
thick_billed_green_pigeon,Forest,forest; woodland; shrub; coastal
grey_cheeked_green_pigeon,Grassland,forest; grasslands; artificial
sumba_green_pigeon,Forest,forest
flores_green_pigeon,Forest,forest; woodland
timor_green_pigeon,Forest,forest
large_green_pigeon,Forest,forest
yellow_footed_green_pigeon,Forest,forest; shrub; artificial
bruces_green_pigeon,Forest,forest; woodland; shrub; savannah
madagascar_green_pigeon,Forest,forest; woodland; shrub; savannah; artificial; riparian
comoro_green_pigeon,Forest,forest; artificial
african_green_pigeon,Forest,forest; woodland; savannah; riparian; coastal
grey_breasted_green_pigeon,Forest,forest; woodland; savannah; riparian
pemba_green_pigeon,Forest,forest; woodland; artificial
sao_tome_green_pigeon,Forest,forest; artificial
pin_tailed_green_pigeon,Forest,forest; woodland
sumatran_green_pigeon,Forest,forest
yellow_vented_green_pigeon,Forest,forest; coastal
wedge_tailed_green_pigeon,Forest,forest; plains
white_bellied_green_pigeon,Forest,forest; woodland; coastal
ryukyu_green_pigeon,Woodland,woodland; artificial
taiwan_green_pigeon,Forest,forest; woodland; artificial
black_backed_fruit_dove,Forest,forest; woodland
black_banded_fruit_dove,Forest,forest
red_naped_fruit_dove,Forest,forest
pink_headed_fruit_dove,Forest,forest
flame_breasted_fruit_dove,Forest,forest
cream_bellied_fruit_dove,Forest,forest
yellow_breasted_fruit_dove,Forest,forest
red_eared_fruit_dove,Forest,forest
jambu_fruit_dove,Forest,forest; coastal
banggai_fruit_dove,Forest,forest
maroon_chinned_fruit_dove,Forest,forest
sula_fruit_dove,Forest,forest
black_chinned_fruit_dove,Forest,forest
scarlet_breasted_fruit_dove,Forest,forest; bamboo; shrub
wompoo_fruit_dove,Forest,forest; artificial
pink_spotted_fruit_dove,Forest,forest
western_ornate_fruit_dove,Forest,forest
eastern_ornate_fruit_dove,Forest,forest
tanna_fruit_dove,Forest,forest; artificial
orange_fronted_fruit_dove,Forest,forest; woodland; savannah; artificial; coastal
wallaces_fruit_dove,Forest,forest; savannah; artificial; coastal
eastern_superb_fruit_dove,Forest,forest; artificial; coastal
western_superb_fruit_dove,Forest,forest; artificial
many_coloured_fruit_dove,Forest,forest; artificial
tongan_fruit_dove,Forest,forest; shrub; artificial; coastal
samoan_fruit_dove,Forest,forest; woodland
pohnpei_fruit_dove,Forest,forest
kosrae_fruit_dove,Forest,forest; woodland
palau_fruit_dove,Forest,forest
rarotonga_fruit_dove,Forest,forest
mariana_fruit_dove,Forest,forest; shrub; coastal
rose_crowned_fruit_dove,Forest,forest; shrub; riparian; coastal
silver_capped_fruit_dove,Forest,forest
raiatea_fruit_dove,Forest,forest
grey_green_fruit_dove,Forest,forest; artificial; riparian
makatea_fruit_dove,Forest,forest
atoll_fruit_dove,Woodland,woodland; shrub; artificial; other
red_bellied_fruit_dove,Forest,forest; woodland; shrub; artificial
rapa_fruit_dove,Forest,forest
white_capped_fruit_dove,Forest,forest
red_moustached_fruit_dove,Forest,forest
henderson_island_fruit_dove,Forest,forest
coroneted_fruit_dove,Forest,forest
beautiful_fruit_dove,Forest,forest
blue_capped_fruit_dove,Forest,forest; woodland; coastal
white_bibbed_fruit_dove,Forest,forest
geelvink_fruit_dove,Forest,forest
yellow_banded_fruit_dove,Forest,forest; artificial
claret_breasted_fruit_dove,Forest,forest; artificial
white_headed_fruit_dove,Forest,forest
orange_bellied_fruit_dove,Forest,forest; woodland; savannah; riparian; coastal
knob_billed_fruit_dove,Forest,forest; artificial
grey_headed_fruit_dove,Forest,forest; woodland; artificial
carunculated_fruit_dove,Forest,forest; artificial
black_naped_fruit_dove,Forest,forest; shrub; artificial; coastal
dwarf_fruit_dove,Forest,forest
negros_fruit_dove,Forest,forest
orange_dove,Woodland,forest; woodland
golden_dove,Forest,forest; shrub
whistling_dove,Forest,forest; artificial
cloven_feathered_dove,Forest,forest; woodland; savannah
mauritius_blue_pigeon,Forest,forest; riparian
rodrigues_blue_pigeon,Forest,forest
madagascar_blue_pigeon,Forest,forest
comoro_blue_pigeon,Forest,forest; coastal
seychelles_blue_pigeon,Forest,forest
pink_bellied_imperial_pigeon,Forest,forest
white_bellied_imperial_pigeon,Forest,forest
mindoro_imperial_pigeon,Forest,forest
grey_headed_imperial_pigeon,Forest,forest
spotted_imperial_pigeon,Forest,forest
green_imperial_pigeon,Forest,forest; shrub; coastal
enggano_imperial_pigeon,Forest,forest
nicobar_imperial_pigeon,Forest,forest
spectacled_imperial_pigeon,Forest,forest; artificial; coastal
seram_imperial_pigeon,Forest,forest; artificial
blue_tailed_imperial_pigeon,Forest,forest; artificial
pacific_imperial_pigeon,Forest,forest; shrub
micronesian_imperial_pigeon,Forest,forest; rocky_areas; coastal
polynesian_imperial_pigeon,Forest,forest
nuku_hiva_imperial_pigeon,Forest,forest; artificial
red_knobbed_imperial_pigeon,Forest,forest
spice_imperial_pigeon,Forest,forest; coastal
geelvink_imperial_pigeon,Forest,forest
purple_tailed_imperial_pigeon,Forest,forest
cinnamon_bellied_imperial_pigeon,Forest,forest; artificial
rusty_imperial_pigeon,Forest,forest
finschs_imperial_pigeon,Forest,forest
shining_imperial_pigeon,Forest,forest
island_imperial_pigeon,Forest,forest; coastal
pink_headed_imperial_pigeon,Forest,forest; shrub; artificial; coastal
christmas_island_imperial_pigeon,Forest,forest
grey_imperial_pigeon,Forest,forest; artificial
barking_imperial_pigeon,Forest,forest
chestnut_bellied_imperial_pigeon,Forest,forest
vanuatu_imperial_pigeon,Forest,forest
new_caledonian_imperial_pigeon,Forest,forest
pinons_imperial_pigeon,Forest,forest
bismarck_imperial_pigeon,Forest,forest
collared_imperial_pigeon,Forest,forest; riparian; coastal; wetlands_lakes_marsh
zoes_imperial_pigeon,Forest,forest
nilgiri_imperial_pigeon,Forest,forest
mountain_imperial_pigeon,Forest,forest; shrub; coastal
dark_backed_imperial_pigeon,Forest,forest; woodland; artificial
timor_imperial_pigeon,Forest,forest; woodland
pied_imperial_pigeon,Forest,forest; artificial; coastal
white_imperial_pigeon,Woodland,forest; woodland; artificial; coastal
torresian_imperial_pigeon,Forest,forest; shrub; coastal
yellowish_imperial_pigeon,Forest,forest; shrub; coastal
topknot_pigeon,Forest,forest; artificial; coastal
new_zealand_pigeon,Forest,forest; artificial
chatham_islands_pigeon,Forest,forest; woodland; artificial
sombre_pigeon,Forest,forest
papuan_mountain_pigeon,Forest,forest
buru_mountain_pigeon,Forest,forest
seram_mountain_pigeon,Forest,forest
pale_mountain_pigeon,Forest,forest
african_finfoot,Wetland,forest; savannah; riparian; coastal; wetlands_lakes_marsh
masked_finfoot,Wetland,forest; artificial; riparian; coastal; wetlands_lakes_marsh
sungrebe,Riparian,riparian; coastal; wetlands_lakes_marsh
madagascar_forest_rail,Forest,forest; woodland; wetlands_lakes_marsh
tsingy_forest_rail,Forest,forest; rocky_areas
white_spotted_flufftail,Forest,forest; shrub; artificial; riparian; wetlands_lakes_marsh
buff_spotted_flufftail,Forest,forest; shrub; artificial; wetlands_lakes_marsh
red_chested_flufftail,Wetland,forest; grasslands; wetlands_lakes_marsh
chestnut_headed_flufftail,Savanna,forest; woodland; savannah; wetlands_lakes_marsh
streaky_breasted_flufftail,Grassland,grasslands; riparian; wetlands_lakes_marsh
white_winged_flufftail,Wetland,grasslands; wetlands_lakes_marsh
striped_flufftail,Grassland,forest; grasslands; artificial; wetlands_lakes_marsh
madagascar_flufftail,Shrub,forest; shrub; grasslands; artificial; wetlands_lakes_marsh
slender_billed_flufftail,Wetland,wetlands_lakes_marsh
chestnut_forest_rail,Forest,forest
white_striped_forest_rail,Forest,forest
forbess_forest_rail,Forest,forest
mayrs_forest_rail,Forest,forest
grey_throated_rail,Forest,forest; wetlands_lakes_marsh
chestnut_headed_crake,Forest,forest; shrub; artificial; riparian
spotted_rail,Wetland,artificial; wetlands_lakes_marsh
blackish_rail,Wetland,artificial; wetlands_lakes_marsh
plumbeous_rail,Wetland,artificial; wetlands_lakes_marsh
ash_throated_crake,Wetland,shrub; artificial; wetlands_lakes_marsh
zapata_rail,Wetland,wetlands_lakes_marsh
colombian_crake,Wetland,savannah; wetlands_lakes_marsh
paint_billed_crake,Wetland,shrub; grasslands; artificial; wetlands_lakes_marsh
uniform_crake,Forest,forest; shrub; riparian
rufous_necked_wood_rail,Coastal,forest; woodland; coastal; wetlands_lakes_marsh
little_wood_rail,Coastal,forest; woodland; shrub; riparian; coastal; wetlands_lakes_marsh
russet_naped_wood_rail,Forest,forest; woodland; riparian; coastal; wetlands_lakes_marsh
grey_cowled_wood_rail,Forest,forest; woodland; artificial; riparian; coastal; wetlands_lakes_marsh
brown_wood_rail,Forest,forest; riparian; coastal
giant_wood_rail,Wetland,artificial; riparian; wetlands_lakes_marsh
red_winged_wood_rail,Forest,forest; riparian
slaty_breasted_wood_rail,Forest,forest; woodland; artificial; wetlands_lakes_marsh
ridgways_rail,Wetland,wetlands_lakes_marsh
clapper_rail,Wetland,coastal; wetlands_lakes_marsh
mexican_rail,Wetland,wetlands_lakes_marsh
mangrove_rail,Wetland,coastal; wetlands_lakes_marsh
king_rail,Wetland,shrub; artificial; riparian; coastal; wetlands_lakes_marsh
plain_flanked_rail,Coastal,forest; coastal; wetlands_lakes_marsh
virginia_rail,Wetland,grasslands; artificial; coastal; wetlands_lakes_marsh
bogota_rail,Wetland,savannah; artificial; wetlands_lakes_marsh
ecuadorian_rail,Wetland,grasslands; wetlands_lakes_marsh
austral_rail,Wetland,wetlands_lakes_marsh
western_water_rail,Wetland,artificial; wetlands_lakes_marsh
eastern_water_rail,Wetland,bamboo; grasslands; wetlands_lakes_marsh
